MUN,NOM_MUN,NOM_LOC,POBTOT
0,Total de la entidad Veracruz de Ignacio de la Llave,Total de la Entidad,8062579
0,Total de la entidad Veracruz de Ignacio de la Llave,Localidades de una vivienda,21944
0,Total de la entidad Veracruz de Ignacio de la Llave,Localidades de dos viviendas,13479
1,Acajete,Total del Municipio,9701
1,Acajete,Acajete,1810
1,Acajete,Barranquillas,149
1,Acajete,Colexta,8
1,Acajete,Cruz Verde,67
1,Acajete,Dos Veredas,193
1,Acajete,El Encinal,80
1,Acajete,La Joya Chica,464
1,Acajete,La Joya,1489
1,Acajete,Mazatepec,1234
1,Acajete,Mesa de la Yerba,509
1,Acajete,El Mirador,42
1,Acajete,Plan de Sedeño,654
1,Acajete,Puentecillas,570
1,Acajete,Rincón de la Joya,80
1,Acajete,Vega de Pixquiac,44
1,Acajete,El Zapotal,134
1,Acajete,Tierra Prieta,56
1,Acajete,Acocota,646
1,Acajete,Cuesta del Vaquero,82
1,Acajete,El Encinal Dos,129
1,Acajete,Parajillos,144
1,Acajete,El Rincón de Sedeño,36
1,Acajete,El Saucal,100
1,Acajete,El Rodeo,352
1,Acajete,Toxtlacoayilla,177
1,Acajete,Pata Mole,162
1,Acajete,Loma del Muerto,4
1,Acajete,Pipincal,10
1,Acajete,El Quemado,44
1,Acajete,Pozo Seco,10
1,Acajete,El Fortín,2
1,Acajete,Coletxa,26
1,Acajete,El Muñeco,44
1,Acajete,Acajete,44
1,Acajete,El Capulín,13
1,Acajete,La Posta,6
1,Acajete,La Yerbabuena,1
1,Acajete,Las Bayas,6
1,Acajete,Paraíso las Flores (La Vaquita),3
1,Acajete,El Mirador (Rancho Ecológico),4
1,Acajete,La Herradura,3
1,Acajete,El Mirador Dos (Parte Baja),17
1,Acajete,Cinco de Mayo (Los Chávez),53
1,Acajete,Localidades de una vivienda,23
1,Acajete,Localidades de dos viviendas,24
2,Acatlán,Total del Municipio,3441
2,Acatlán,Acatlán,3253
2,Acatlán,Veinticuatro,129
2,Acatlán,Plan del Pino (Plan del Coyote),50
2,Acatlán,La Gloria,5
2,Acatlán,Los Duraznos,4
2,Acatlán,Localidades de dos viviendas,9
3,Acayucan,Total del Municipio,80815
3,Acayucan,Acayucan,48567
3,Acayucan,Michapan,194
3,Acayucan,Aguapinole (Cuapinole),603
3,Acayucan,Cabañas,322
3,Acayucan,Campo de Águila,932
3,Acayucan,El Mangal,2
3,Acayucan,Cascajal del Río (Cascajalillo),399
3,Acayucan,Colonia Hidalgo,1199
3,Acayucan,Comején,1271
3,Acayucan,Corral Nuevo,3352
3,Acayucan,Dehesa,3438
3,Acayucan,Esperanza Malota,688
3,Acayucan,Gran Bretaña,207
3,Acayucan,El Hato,830
3,Acayucan,Congregación Hidalgo,1456
3,Acayucan,Ixhuapan,1273
3,Acayucan,Ixtagapa,799
3,Acayucan,Michapan Paso Real,768
3,Acayucan,Monte Grande,554
3,Acayucan,Nuevo Poblado Vista Hermosa,508
3,Acayucan,Paraíso,4
3,Acayucan,Paso Limón,403
3,Acayucan,Quiamoloapan,1430
3,Acayucan,San Ángel,923
3,Acayucan,Apaxta,300
3,Acayucan,San Juanillo,104
3,Acayucan,San Martín,225
3,Acayucan,San Miguel,575
3,Acayucan,Santa Rita Laurel,866
3,Acayucan,Tecuanapa,945
3,Acayucan,Tierra Colorada,434
3,Acayucan,Vista Hermosa,378
3,Acayucan,El Zapote,188
3,Acayucan,Alfredo Cuadra I. Piña,360
3,Acayucan,El Benemérito (El Cazador),6
3,Acayucan,Nuevos Órganos (El Mirador),79
3,Acayucan,La Peña,264
3,Acayucan,Tres Cerros,2
3,Acayucan,La Primavera,4
3,Acayucan,Xalapa Calería,170
3,Acayucan,Finca Jalapa,2
3,Acayucan,Los Pasiegos (El Novillero),14
3,Acayucan,San Luis,304
3,Acayucan,Pitalillo,571
3,Acayucan,San Judas Tadeo,1
3,Acayucan,El Apompo,1
3,Acayucan,Bonanza,8
3,Acayucan,El Canelo,7
3,Acayucan,Casa Blanca,12
3,Acayucan,Colonia Prados de Acayucan,12
3,Acayucan,El Dólar,4
3,Acayucan,Don Lucas,5
3,Acayucan,San Eleuterio,5
3,Acayucan,Emiliano Zapata,79
3,Acayucan,El Encanto,3
3,Acayucan,La Esperanza,2
3,Acayucan,El Fuerte,6
3,Acayucan,La Soledad,7
3,Acayucan,El Gran Chaparral,4
3,Acayucan,Las Hojitas,8
3,Acayucan,Jalapilla,12
3,Acayucan,Loma del Vidrio,161
3,Acayucan,Victoriano Prieto Blanco (Loma Victoria),7
3,Acayucan,Los Manantiales (Los Limones),1
3,Acayucan,El Mirador,3
3,Acayucan,El Novillero,2
3,Acayucan,El Nuevo Principio,100
3,Acayucan,Nuevo Quiamoloapan,202
3,Acayucan,Nuevo Juquila,1
3,Acayucan,El Retorno,4
3,Acayucan,San Bartolo,90
3,Acayucan,Laguna Seca,6
3,Acayucan,San Rafael,4
3,Acayucan,Santa Elena,6
3,Acayucan,La Gran Aurora,16
3,Acayucan,Santa Luisa (Corral Viejo),4
3,Acayucan,Santa Martha,5
3,Acayucan,Santa Teresa,1
3,Acayucan,Santo Cristo,4
3,Acayucan,Gota de Oro,6
3,Acayucan,El Trébol,6
3,Acayucan,El Triángulo,3
3,Acayucan,San Judas Tadeo,4
3,Acayucan,La Unión,80
3,Acayucan,Las Vegas,2
3,Acayucan,Dos Hermanos (La Verónica),1
3,Acayucan,El Yuale,1
3,Acayucan,El Pollo,3
3,Acayucan,El Quilate (San Juan),14
3,Acayucan,Potomac,8
3,Acayucan,Elenita,4
3,Acayucan,El Rosario,3
3,Acayucan,Las Lajas (El Columpio),4
3,Acayucan,La Divina Providencia,8
3,Acayucan,Nueva Lucha,5
3,Acayucan,Juilapa,30
3,Acayucan,Ofelia Morales Culebro,19
3,Acayucan,San Luis [Balneario],4
3,Acayucan,Laguna de Cabezo,63
3,Acayucan,Marcelo Alemán Torres,2
3,Acayucan,El Centenario,5
3,Acayucan,Las Lagunas,419
3,Acayucan,La Curva,2
3,Acayucan,La Esmeralda,1
3,Acayucan,El Chico,2
3,Acayucan,Manuel de Jesús Prieto,47
3,Acayucan,Pánfilo Vidal (El Cerrito),5
3,Acayucan,Cristo Rey,3
3,Acayucan,Los Chaires,34
3,Acayucan,Colonia las Primaveras,7
3,Acayucan,El Diamante,2
3,Acayucan,El Manil,6
3,Acayucan,Fredepo,288
3,Acayucan,El Lucino,2
3,Acayucan,Santa Clara,4
3,Acayucan,El Chiapaneco,4
3,Acayucan,Los Erias (Arroyo Xalapa),19
3,Acayucan,Los Cinco Hermanos,5
3,Acayucan,Pablo Hernández Ramírez,4
3,Acayucan,El Sacrificio,3
3,Acayucan,Las Acacias,2
3,Acayucan,Las Cruces (El Tiburón),3
3,Acayucan,San Daniel,4
3,Acayucan,Arroyo de Caña (Ejido Acayucan),22
3,Acayucan,Solosúchil,17
3,Acayucan,La Sabana,4
3,Acayucan,El Salto,6
3,Acayucan,San Martín,7
3,Acayucan,La Guadalupana,4
3,Acayucan,Santa Cruz,11
3,Acayucan,El Mirador,1
3,Acayucan,El Paso de Tachicón,20
3,Acayucan,Tachicón,21
3,Acayucan,Santa Fe,10
3,Acayucan,Silvino Suriano Pérez,9
3,Acayucan,Tepeyac,17
3,Acayucan,Santa Clara (Arias),4
3,Acayucan,Los Cachorros,2
3,Acayucan,El Apompal,2
3,Acayucan,Dos Arroyos,5
3,Acayucan,El Mirador,15
3,Acayucan,Silvia Cervantes Jiménez,5
3,Acayucan,San José,9
3,Acayucan,Osuluapan,6
3,Acayucan,Atanacio Domínguez Pérez,7
3,Acayucan,La Higuera,3
3,Acayucan,Agustín Reyes,2
3,Acayucan,Los Arias (El Zapote),11
3,Acayucan,San José,5
3,Acayucan,El Cedral,4
3,Acayucan,La Concordia (San Pedro Totuapan),4
3,Acayucan,Daniel Álvarez (El Cochinito),6
3,Acayucan,Dionisio Suriano,2
3,Acayucan,Lupita [Granja],4
3,Acayucan,El Renacimiento,4
3,Acayucan,Guadalupe,3
3,Acayucan,El Viejo All,3
3,Acayucan,Limón,4
3,Acayucan,Loma Bonita Polvorín,12
3,Acayucan,Majahual (Iztal),3
3,Acayucan,Los Mangos,3
3,Acayucan,Miguel García Cruz (Los Mangos),3
3,Acayucan,Los Naranjos,3
3,Acayucan,El Negro,6
3,Acayucan,Facundo Nieves,1
3,Acayucan,La Primavera,7
3,Acayucan,Renovación,2
3,Acayucan,Sabas Candelario Ramírez,1
3,Acayucan,San Alejo,6
3,Acayucan,San Fernando,1
3,Acayucan,Milton Vera,4
3,Acayucan,San Miguel,1
3,Acayucan,San Vicente,6
3,Acayucan,Santa Julia,5
3,Acayucan,El Suspiro,3
3,Acayucan,El Triunfo,71
3,Acayucan,Colonia Lombardo,229
3,Acayucan,Alfa y Omega (Santa Clara),2
3,Acayucan,Apolinar Reyes Caballero,24
3,Acayucan,Casa Blanca,5
3,Acayucan,Castor Barradas,1
3,Acayucan,Dehesa Uno,14
3,Acayucan,Estefes,3
3,Acayucan,El Jalisco,2
3,Acayucan,El Jardín,6
3,Acayucan,Loma Blanca Dos,3
3,Acayucan,La Merced,2
3,Acayucan,Miguel Mayo,1
3,Acayucan,El Milagro,5
3,Acayucan,San Manuel,2
3,Acayucan,Santa Cruz,4
3,Acayucan,Nuevo Poblado el Hato,630
3,Acayucan,Ángel Albarrán,5
3,Acayucan,Ángel Linares (Las Bugambilias),12
3,Acayucan,La Ceiba,66
3,Acayucan,César Ávalos López,9
3,Acayucan,Constantino Montero Domínguez,8
3,Acayucan,Elizabeth,4
3,Acayucan,Higinio Fernández Acosta,2
3,Acayucan,Juana Vidal Cruz,11
3,Acayucan,Los Manantiales (Los Limones),4
3,Acayucan,Marco Antonio Hernández Martínez,2
3,Acayucan,El Naranjal,3
3,Acayucan,Los Navarro,14
3,Acayucan,Porfirio Márquez Martínez,6
3,Acayucan,Tecuanapa,2
3,Acayucan,Los Reyes,3
3,Acayucan,Santa Inés,9
3,Acayucan,La Soledad,2
3,Acayucan,Xaruvi,2
3,Acayucan,El Cachito,3
3,Acayucan,Nueva Jerusalén,49
3,Acayucan,Abel Freydi Morales,3
3,Acayucan,Las Higueras,4
3,Acayucan,José Luis Cruz Flores,2
3,Acayucan,Marte,2
3,Acayucan,Masha,1
3,Acayucan,Ramiro Gallegos García,5
3,Acayucan,Ramón Hernández,3
3,Acayucan,Tio Cami,5
3,Acayucan,Tonalapa,2
3,Acayucan,Ernesto Rodríguez Martínez,1
3,Acayucan,Dos Cerritos,1
3,Acayucan,Colonia la Merced,29
3,Acayucan,El Plan,6
3,Acayucan,Los Pasiegos,8
3,Acayucan,Francisco Cadena,1
3,Acayucan,Las Mandarinas,7
3,Acayucan,El Encinal,9
3,Acayucan,La Esperanza,1
3,Acayucan,Colonia San Martín,5
3,Acayucan,Cirilo Vázquez Lagunes,1236
3,Acayucan,Ismael Terrón López,2
3,Acayucan,Leonardo Jiménez,2
3,Acayucan,Pimaco,2
3,Acayucan,Quinta Roxana,8
3,Acayucan,Rancho el Encuentro,4
3,Acayucan,Colonia Agrícola Michapan,27
3,Acayucan,El Galeno,3
3,Acayucan,Las Palmas,4
3,Acayucan,La Primavera,8
3,Acayucan,El Sol,2
3,Acayucan,Macate,3
3,Acayucan,El Encinal (Las Garzas),2
3,Acayucan,El Mirador,2
3,Acayucan,Rancho Once y Doce,8
3,Acayucan,La María,1
3,Acayucan,La Ceiba Dos,13
3,Acayucan,Localidades de una vivienda,437
3,Acayucan,Localidades de dos viviendas,237
4,Actopan,Total del Municipio,41742
4,Actopan,Actopan,4607
4,Actopan,El Apartadero,173
4,Actopan,Arroyo de Piedra,403
4,Actopan,Atéxcatl,42
4,Actopan,Buenavista,472
4,Actopan,Buenos Aires,32
4,Actopan,Buenos Aires Dos,155
4,Actopan,La Caña,246
4,Actopan,Casa de Teja,95
4,Actopan,Cerro Gordo,1324
4,Actopan,Coyoles,212
4,Actopan,Coyolillo,2394
4,Actopan,Chicuasén,1508
4,Actopan,La Esperanza,627
4,Actopan,El Espinal,301
4,Actopan,Flor Blanca,547
4,Actopan,Los Frailes,246
4,Actopan,El Guarumbo,379
4,Actopan,Hornitos,1311
4,Actopan,Los Ídolos,1211
4,Actopan,El Jícaro,229
4,Actopan,La Luz,226
4,Actopan,Llano de Luna,144
4,Actopan,Llano de Zárate,196
4,Actopan,El Mirador,32
4,Actopan,Mozomboa,3329
4,Actopan,El Ojital,255
4,Actopan,Los Otates,1036
4,Actopan,Palmas de Abajo,988
4,Actopan,Paso del Cedro,993
4,Actopan,Paso de la Milpa,504
4,Actopan,San José Pastorías,552
4,Actopan,El Pedregal,22
4,Actopan,Plan de la Higuera (El Toche),234
4,Actopan,San José de la Punta,52
4,Actopan,Ranchito de las Ánimas,811
4,Actopan,Rancho Nuevo Dos,2
4,Actopan,Santa Rosa (General Pinzón),1975
4,Actopan,Soyacuautla,612
4,Actopan,Tinajitas,2038
4,Actopan,Totolapan,225
4,Actopan,Trapiche del Rosario,1363
4,Actopan,El Viejón Viejo,49
4,Actopan,Villa Nueva,502
4,Actopan,San Juan Villa Rica,427
4,Actopan,Vista Hermosa,304
4,Actopan,El Zetal,146
4,Actopan,Santa Cecilia (Chapopote),197
4,Actopan,El Atorón,21
4,Actopan,Matillas,2
4,Actopan,El Progreso,25
4,Actopan,San Nicolás (San Nicolás de Tolentino),789
4,Actopan,Santa Cruz,12
4,Actopan,Mata de Caña,76
4,Actopan,Bocanita de la Esperanza,450
4,Actopan,La Presa,32
4,Actopan,La Puerta,86
4,Actopan,El Ojite,68
4,Actopan,El Tesoro,69
4,Actopan,Paso de Varas,165
4,Actopan,Parada Varón,24
4,Actopan,El Diamante,50
4,Actopan,El Hule,34
4,Actopan,Pajaritos,72
4,Actopan,Rancho Nuevo,45
4,Actopan,La Mancha el Paraíso,12
4,Actopan,Crucero de la Mancha,45
4,Actopan,Los Laureles,13
4,Actopan,Rancho Alegre,35
4,Actopan,Lechuguilla,49
4,Actopan,La Tabaquera,9
4,Actopan,Gallo Verde,1
4,Actopan,San Isidro,1649
4,Actopan,Caño Gallego,8
4,Actopan,La Montaña,5
4,Actopan,El Pequeñín,7
4,Actopan,El Viejón Nuevo,590
4,Actopan,El Tajo,4
4,Actopan,Villa Rica de la Veracruz,180
4,Actopan,Palmas de Arriba,30
4,Actopan,Playa Azul,18
4,Actopan,El Embarcadero,3
4,Actopan,Los Baños,96
4,Actopan,Caliche,72
4,Actopan,El Farallón,676
4,Actopan,San Vicente,2
4,Actopan,El Porvenir,121
4,Actopan,Mata Novillos,3
4,Actopan,Pradoluengo,5
4,Actopan,Agua Fría,3
4,Actopan,Balderas,65
4,Actopan,La Barranquilla,5
4,Actopan,Betania,7
4,Actopan,El Conejito (La Bocanita al Jícaro),60
4,Actopan,Las Casitas (San Benito),4
4,Actopan,Colonia Muñoz,284
4,Actopan,Las Colonias,204
4,Actopan,Desviación Farallón Tinajitas,292
4,Actopan,El Escalón [Vivero],2
4,Actopan,La Esperanza,2
4,Actopan,Las Golondrinas,2
4,Actopan,Los Jácome,6
4,Actopan,Cerro de los Metates,33
4,Actopan,El Mirador,14
4,Actopan,El Mirador Dos,97
4,Actopan,Miramar,3
4,Actopan,Damiana,2
4,Actopan,El Órgano,13
4,Actopan,Tomás Palmeros,2
4,Actopan,El Palmito,28
4,Actopan,El Paraíso,90
4,Actopan,El Peñasco,5
4,Actopan,El Pilar (Las Garzas),12
4,Actopan,Plan del Águila,7
4,Actopan,Desviación de la Reforma (El Polvorín),2
4,Actopan,Puente los Naranjos,9
4,Actopan,Los Nacaxtles,1
4,Actopan,San Carlos,2
4,Actopan,San José,10
4,Actopan,Santa Teresa,15
4,Actopan,Félix Domínguez,3
4,Actopan,La Zanja Grande,8
4,Actopan,María Machetes,7
4,Actopan,Colonia la Paz,52
4,Actopan,San Andrés del Río,6
4,Actopan,Llano de Villa Rica,55
4,Actopan,Rancho Italia,2
4,Actopan,Las Margaritas,1
4,Actopan,Buenos Aires,12
4,Actopan,Puente Rebelde Palma Sola,4
4,Actopan,Palo Verde,1
4,Actopan,La Cuactuza,6
4,Actopan,Tres Palmas,10
4,Actopan,Zapote Prieto,7
4,Actopan,Las Rocas,66
4,Actopan,La Reforma (Los Zurdos),51
4,Actopan,Carlos Domínguez López,5
4,Actopan,Rancho sin Fortuna,2
4,Actopan,El Rodeo,2
4,Actopan,Villa Rivera,2
4,Actopan,La Huaca,11
4,Actopan,Quinta el Brisote,4
4,Actopan,Instituto de Ecología,3
4,Actopan,Francisco Mora,2
4,Actopan,El Quetzal,8
4,Actopan,El Arbolito,20
4,Actopan,Miguel Portugal Domínguez,3
4,Actopan,Las Palmas,4
4,Actopan,La Palma Real,4
4,Actopan,La Herradura,5
4,Actopan,Rodolfo Rejón Jiménez,19
4,Actopan,Vidal Prieto,8
4,Actopan,Tazajeras,9
4,Actopan,Mate Caña,2
4,Actopan,San Juan,2
4,Actopan,La Ciénega,3
4,Actopan,Los Pionchis (El Profe),1
4,Actopan,Los Aguilar,17
4,Actopan,Colonia los Pozos,35
4,Actopan,Los Cedros,5
4,Actopan,El Cerro,113
4,Actopan,Los Ciruelos,4
4,Actopan,Los Compadres,2
4,Actopan,Esmeralda,11
4,Actopan,El Hule (Rancho Zacarías),1
4,Actopan,La Loma,3
4,Actopan,Omiquila,238
4,Actopan,Las Palmas,24
4,Actopan,Rancho la Gasolinera,3
4,Actopan,San Jorge,2
4,Actopan,Apachites (La Bomba),2
4,Actopan,El Zetal [Balneario],2
4,Actopan,Paso la Linda,5
4,Actopan,El Roble,2
4,Actopan,La Vainilla,4
4,Actopan,El Gran Chaparral,33
4,Actopan,Las Granjas,39
4,Actopan,Los Limoncitos,15
4,Actopan,Los Médanos,1
4,Actopan,Ojito de Agua,31
4,Actopan,El Paraíso,2
4,Actopan,Santa Rosa,3
4,Actopan,El Soldado,12
4,Actopan,Los Tamarindos,11
4,Actopan,La Cima,1
4,Actopan,Nuevo Paraíso,8
4,Actopan,Rancho Romero,2
4,Actopan,Las Palmas,12
4,Actopan,La Barranquilla Dos (La Herradura),4
4,Actopan,Centro Turístico Poza Azul,1
4,Actopan,Los Pionchis,2
4,Actopan,Nueva Italia,8
4,Actopan,Los Dos Migrantes,2
4,Actopan,El Naranjillo,10
4,Actopan,Localidades de una vivienda,167
4,Actopan,Localidades de dos viviendas,127
5,Acula,Total del Municipio,5253
5,Acula,Acula,2761
5,Acula,Abrevadero,122
5,Acula,Atzizintla,190
5,Acula,Las Cruces,3
5,Acula,Boca del Río,78
5,Acula,Las Bugambilias,4
5,Acula,Cerro de las Flores,486
5,Acula,Ciénega de los Caballos,286
5,Acula,El Cruceto,7
5,Acula,Chipilco,2
5,Acula,El Jiotal,141
5,Acula,La Mojarra,139
5,Acula,Notepec,59
5,Acula,Poza Honda,141
5,Acula,San Miguel Buenavista,61
5,Acula,San Miguel Xóchitl (San Miguel el Soldado),280
5,Acula,El Talladero,214
5,Acula,Vista Hermosa,62
5,Acula,El Remolino,25
5,Acula,Boca de Sancho (Vuelta de Sancho),33
5,Acula,El Porvenir (Boca de Tezonapa),4
5,Acula,Santa Delia,41
5,Acula,San Carlos (El Cedral),52
5,Acula,La Bendición de Dios,1
5,Acula,Cabeza de Mono,13
5,Acula,El Vainillal,10
5,Acula,El Chícharo,4
5,Acula,Chichipilco,27
5,Acula,Los Piña,5
5,Acula,San Guillermo,2
5,Acula,Localidades de una vivienda,18
5,Acula,Localidades de dos viviendas,14
6,Acultzingo,Total del Municipio,23100
6,Acultzingo,Acultzingo,7773
6,Acultzingo,Acatla,1252
6,Acultzingo,Aguachinola,910
6,Acultzingo,El Ahuitzique,137
6,Acultzingo,Atitla (Barrio de Guadalupe),236
6,Acultzingo,Coatepec de Arriba,135
6,Acultzingo,Coxolitla de Abajo,1093
6,Acultzingo,Coxolitla de Arriba,753
6,Acultzingo,Cumbres de Acultzingo,137
6,Acultzingo,Ojo de Agua de Abajo (La Mesa),259
6,Acultzingo,Ojo de Agua de Arriba,99
6,Acultzingo,El Potrero,1489
6,Acultzingo,Próspero Pineda,803
6,Acultzingo,Puente de Guadalupe,967
6,Acultzingo,Sierra de Agua,1102
6,Acultzingo,El Sumidero,49
6,Acultzingo,Tecamalucan,2173
6,Acultzingo,Vaquería,275
6,Acultzingo,Vista Hermosa,413
6,Acultzingo,Fernando López Arias,8
6,Acultzingo,Linda Vista,256
6,Acultzingo,Pinotla,194
6,Acultzingo,Coatepec de Abajo (Rincón Lobo),622
6,Acultzingo,Puerto del Aire,102
6,Acultzingo,Rincón Rastrojo,10
6,Acultzingo,San Isidro,103
6,Acultzingo,Ejido la Cuesta (San José Chico),421
6,Acultzingo,Tlapextitla,403
6,Acultzingo,Colonia la Cuesta,34
6,Acultzingo,Colonia la Unión,88
6,Acultzingo,Comunidad la Jarochita,57
6,Acultzingo,Macualtzingo,209
6,Acultzingo,Paraje,30
6,Acultzingo,Tepetiopa,9
6,Acultzingo,Barrio de Guadalupe,120
6,Acultzingo,Ejido Tecamalucan,207
6,Acultzingo,Ixtacahuatla,152
6,Acultzingo,Xoxitiotla,20
6,Acultzingo,Localidades de dos viviendas,17
7,Camarón de Tejeda,Total del Municipio,6538
7,Camarón de Tejeda,Camarón de Tejeda,2280
7,Camarón de Tejeda,El Ciruelo,17
7,Camarón de Tejeda,La Higuera,18
7,Camarón de Tejeda,La Junta,61
7,Camarón de Tejeda,Loma Bonita,46
7,Camarón de Tejeda,Loma Pedregosa,267
7,Camarón de Tejeda,Mata de Agua,403
7,Camarón de Tejeda,Mata de Caña,55
7,Camarón de Tejeda,La Mestiza,670
7,Camarón de Tejeda,El Moral,60
7,Camarón de Tejeda,Palo Grande,66
7,Camarón de Tejeda,El Paraíso,13
7,Camarón de Tejeda,Paso Corral,4
7,Camarón de Tejeda,Paso del Cristo (La Maquinaria),140
7,Camarón de Tejeda,El Gentil,133
7,Camarón de Tejeda,Plan de Oros,253
7,Camarón de Tejeda,El Ranchito,11
7,Camarón de Tejeda,Pascual (Rancho Nuevo),41
7,Camarón de Tejeda,Rincón de Barrabás,1204
7,Camarón de Tejeda,Rincón Sabroso,47
7,Camarón de Tejeda,San Agustín,313
7,Camarón de Tejeda,Santehuaxque,156
7,Camarón de Tejeda,La Silleta,7
7,Camarón de Tejeda,La Sirena,63
7,Camarón de Tejeda,Loma Alta,20
7,Camarón de Tejeda,La Bomba,1
7,Camarón de Tejeda,Corral San Juan,110
7,Camarón de Tejeda,Palo Verde,4
7,Camarón de Tejeda,Colonia Valdés,7
7,Camarón de Tejeda,Tres Hermanos,35
7,Camarón de Tejeda,Las Torres,27
7,Camarón de Tejeda,Las Torres,1
7,Camarón de Tejeda,Camino a Santehuaxque,5
7,Camarón de Tejeda,Localidades de una vivienda,11
7,Camarón de Tejeda,Localidades de dos viviendas,24
8,Alpatláhuac,Total del Municipio,10338
8,Alpatláhuac,Alpatláhuac,1295
8,Alpatláhuac,Acolco,620
8,Alpatláhuac,Agua de Oro,308
8,Alpatláhuac,Ateopa,582
8,Alpatláhuac,Ayahualulco,1371
8,Alpatláhuac,Calzacayo,130
8,Alpatláhuac,Cocalzingo,335
8,Alpatláhuac,Ixtaquilitla (El Rincón),616
8,Alpatláhuac,Malacatepec,541
8,Alpatláhuac,Mesa de Buenavista,289
8,Alpatláhuac,Nueva Vida,267
8,Alpatláhuac,San José Teacalco,592
8,Alpatláhuac,Tecuanapilla,219
8,Alpatláhuac,Texopa,150
8,Alpatláhuac,Teanquisco,217
8,Alpatláhuac,Xicola,492
8,Alpatláhuac,El Águila,56
8,Alpatláhuac,Tenixcalco,116
8,Alpatláhuac,La Ventana (La Huistla),421
8,Alpatláhuac,Xalapasquillo,13
8,Alpatláhuac,Xiquila,40
8,Alpatláhuac,Rancho Alegre,190
8,Alpatláhuac,Loma de Buenos Aires,149
8,Alpatláhuac,Unión Cruz Verde,52
8,Alpatláhuac,Colonia Benito Juárez,208
8,Alpatláhuac,Colonia Nuevo Xicola,170
8,Alpatláhuac,Acapixtla,80
8,Alpatláhuac,Tlamamatla,135
8,Alpatláhuac,La Cascada,44
8,Alpatláhuac,Rancho Nuevo,379
8,Alpatláhuac,Yolocla,59
8,Alpatláhuac,Los Pocitos,27
8,Alpatláhuac,El Mirador,51
8,Alpatláhuac,La Joya,28
8,Alpatláhuac,Los Paredones,13
8,Alpatláhuac,El Arquito,13
8,Alpatláhuac,San Martín Caballero,70
9,Alto Lucero de Gutiérrez Barrios,Total del Municipio,28184
9,Alto Lucero de Gutiérrez Barrios,Alto Lucero,5238
9,Alto Lucero de Gutiérrez Barrios,El Abazal,397
9,Alto Lucero de Gutiérrez Barrios,Alto del Tizar,426
9,Alto Lucero de Gutiérrez Barrios,La Angostura,11
9,Alto Lucero de Gutiérrez Barrios,La Angostura,27
9,Alto Lucero de Gutiérrez Barrios,Paso del Anono,10
9,Alto Lucero de Gutiérrez Barrios,Los Atlixcos,101
9,Alto Lucero de Gutiérrez Barrios,Atotonilco,58
9,Alto Lucero de Gutiérrez Barrios,Blanca Espuma,1580
9,Alto Lucero de Gutiérrez Barrios,Brazo Fuerte,5
9,Alto Lucero de Gutiérrez Barrios,Buenos Aires,36
9,Alto Lucero de Gutiérrez Barrios,El Cafetal,542
9,Alto Lucero de Gutiérrez Barrios,La Calera,45
9,Alto Lucero de Gutiérrez Barrios,La Cañada,41
9,Alto Lucero de Gutiérrez Barrios,Cerrillos de Díaz,916
9,Alto Lucero de Gutiérrez Barrios,Colorado,121
9,Alto Lucero de Gutiérrez Barrios,Cruz Blanca,74
9,Alto Lucero de Gutiérrez Barrios,La Defensa (La Tumba),212
9,Alto Lucero de Gutiérrez Barrios,El Diamante,46
9,Alto Lucero de Gutiérrez Barrios,El Diamante,14
9,Alto Lucero de Gutiérrez Barrios,Ignacio Manuel Altamirano,142
9,Alto Lucero de Gutiérrez Barrios,Jacales,231
9,Alto Lucero de Gutiérrez Barrios,Juan Hernández,16
9,Alto Lucero de Gutiérrez Barrios,El Limón,109
9,Alto Lucero de Gutiérrez Barrios,Loma Bonita,19
9,Alto Lucero de Gutiérrez Barrios,Madroño,280
9,Alto Lucero de Gutiérrez Barrios,Marruecos,1
9,Alto Lucero de Gutiérrez Barrios,Mata Verde,68
9,Alto Lucero de Gutiérrez Barrios,Mesa de Guadalupe,3439
9,Alto Lucero de Gutiérrez Barrios,Mesa del Rodeo,133
9,Alto Lucero de Gutiérrez Barrios,Mesa de Sombreros,173
9,Alto Lucero de Gutiérrez Barrios,El Mirador,34
9,Alto Lucero de Gutiérrez Barrios,Miramar,8
9,Alto Lucero de Gutiérrez Barrios,Monte Verde Chivería,1019
9,Alto Lucero de Gutiérrez Barrios,Monte Verde de la Tasajera,6
9,Alto Lucero de Gutiérrez Barrios,El Morro,31
9,Alto Lucero de Gutiérrez Barrios,Ojo Zarco,181
9,Alto Lucero de Gutiérrez Barrios,Palma Sola,3227
9,Alto Lucero de Gutiérrez Barrios,La Palmilla,70
9,Alto Lucero de Gutiérrez Barrios,Palo Verde,36
9,Alto Lucero de Gutiérrez Barrios,Pedregal,279
9,Alto Lucero de Gutiérrez Barrios,Piedra Blanca,76
9,Alto Lucero de Gutiérrez Barrios,El Platanar,6
9,Alto Lucero de Gutiérrez Barrios,Potrero Alto,190
9,Alto Lucero de Gutiérrez Barrios,El Progreso,12
9,Alto Lucero de Gutiérrez Barrios,Providencia,536
9,Alto Lucero de Gutiérrez Barrios,Rancho del Niño,5
9,Alto Lucero de Gutiérrez Barrios,Rancho Nuevo,613
9,Alto Lucero de Gutiérrez Barrios,La Reforma,1335
9,Alto Lucero de Gutiérrez Barrios,Rincón de Negros,47
9,Alto Lucero de Gutiérrez Barrios,El Rubí,257
